timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
18/07/2016 04:00,70,18.0,18.0,88.0,7.0,1,0,0,1
26/02/2015 14:00,371,10.0,8.5,88.0,21.5,7,0,0,3
12/05/2015 12:00,1336,17.0,17.0,42.0,28.0,2,0,0,0
05/02/2016 15:00,1064,11.0,11.0,77.0,27.0,3,0,0,3
05/01/2015 13:00,873,10.0,8.5,82.0,10.0,3,0,0,3
05/03/2015 09:00,1894,7.0,4.0,63.5,15.0,1,0,0,0
18/07/2016 18:00,5112,28.0,28.0,42.0,14.0,1,0,0,1
28/12/2016 23:00,195,2.0,0.0,96.5,6.0,1,0,0,3
26/10/2016 07:00,2208,12.0,12.0,94.0,6.5,2,0,0,2
22/06/2016 00:00,276,16.0,16.0,83.0,14.0,2,0,0,1
20/04/2016 03:00,32,6.0,4.0,87.0,10.0,1,0,0,0
12/04/2016 12:00,1231,15.5,15.5,42.0,14.0,2,0,0,0
30/10/2016 08:00,436,10.0,10.0,94.0,4.0,4,0,1,2
29/05/2016 03:00,190,11.0,11.0,79.5,8.0,1,0,1,0
11/02/2015 02:00,44,5.0,2.5,81.0,10.0,4,0,0,3
28/10/2015 13:00,1299,15.0,15.0,72.0,11.0,2,0,0,2
29/09/2015 05:00,114,11.5,11.5,85.0,0.0,1,0,0,2
23/05/2015 12:00,1586,13.5,13.5,85.0,24.0,7,0,1,0
14/01/2015 07:00,1820,4.5,-1.0,68.0,30.5,2,0,0,3
02/02/2016 17:00,2846,8.0,4.5,59.5,23.0,2,0,0,3
22/05/2015 13:00,1592,19.0,19.0,58.0,22.0,3,0,0,0
18/05/2015 02:00,97,11.0,11.0,77.0,15.0,2,0,0,0
25/02/2016 05:00,94,1.5,-1.5,78.0,10.0,1,0,0,3
04/04/2016 16:00,1352,13.0,13.0,63.0,19.5,3,0,0,0
21/12/2015 22:00,497,11.0,11.0,85.0,14.0,1,0,0,3
18/02/2016 06:00,479,4.0,1.0,87.0,12.0,3,0,0,3
26/05/2015 22:00,708,14.5,14.5,61.0,13.0,1,0,0,0
25/08/2015 11:00,1070,18.0,18.0,64.0,24.0,2,0,0,1
30/05/2015 07:00,287,11.5,11.5,69.5,17.0,1,0,1,0
19/03/2015 08:00,3787,7.0,4.0,81.0,18.0,4,0,0,0
08/05/2016 07:00,317,15.5,15.5,68.0,14.0,1,0,1,0
17/08/2016 18:00,5038,22.5,22.5,48.5,18.0,1,0,0,1
18/05/2016 00:00,176,13.0,13.0,72.0,17.0,1,0,0,0
17/03/2016 01:00,72,4.0,2.5,87.0,6.5,1,0,0,0
30/10/2016 19:00,805,13.0,13.0,88.0,8.0,1,0,1,2
14/12/2016 20:00,1030,8.5,6.5,84.5,13.0,1,0,0,3
09/03/2015 23:00,234,10.0,8.0,91.0,17.0,2,0,0,0
17/10/2016 03:00,29,13.0,13.0,88.0,11.0,1,0,0,2
03/11/2015 17:00,3357,13.0,13.0,88.0,11.0,7,0,0,2
21/03/2015 07:00,233,7.5,5.5,78.5,11.0,3,0,1,0
14/10/2016 11:00,1213,12.5,12.5,74.5,10.0,2,0,0,2
16/12/2016 06:00,497,9.0,7.0,94.0,11.0,4,0,0,3
03/01/2016 14:00,185,9.5,6.5,84.5,24.0,7,0,1,3
05/12/2016 02:00,30,1.0,0.0,93.0,5.5,1,0,0,3
06/03/2016 18:00,618,5.0,3.0,73.0,8.0,2,0,1,0
03/01/2017 19:00,1042,5.0,1.0,81.0,19.0,3,0,0,3
01/11/2016 18:00,3461,11.0,11.0,77.0,13.0,3,0,0,2
09/12/2015 05:00,94,6.0,3.5,81.0,12.0,1,0,0,3
02/12/2016 05:00,94,6.0,4.0,81.0,7.0,4,0,0,3
22/07/2016 12:00,1746,22.5,22.5,59.0,9.0,2,0,0,1
01/08/2016 19:00,1295,15.5,15.5,85.5,15.0,7,0,0,1
16/03/2016 09:00,1865,8.0,4.0,71.0,25.0,3,0,0,0
13/05/2015 05:00,137,8.0,6.0,76.0,11.0,1,0,0,0
22/11/2015 12:00,1329,6.0,4.0,61.0,10.0,1,0,1,2
28/10/2016 21:00,875,14.0,14.0,82.0,2.0,4,0,0,2
26/06/2015 19:00,2198,22.0,22.0,57.0,22.0,2,0,0,1
03/10/2015 10:00,1499,11.0,11.0,94.0,5.0,3,0,1,2
22/12/2016 22:00,463,8.0,5.5,84.5,14.0,1,0,0,3
07/08/2015 08:00,4098,18.5,18.5,62.0,6.0,2,0,0,1
02/02/2015 00:00,124,1.0,-3.0,65.0,13.0,1,0,0,3
11/09/2016 22:00,765,16.0,16.0,65.5,8.0,1,0,1,2
25/03/2015 19:00,1520,8.5,8.0,48.0,5.5,1,0,0,0
04/07/2016 08:00,4493,17.5,17.5,68.0,8.0,1,0,0,1
01/04/2015 03:00,30,6.0,1.0,61.0,31.5,1,0,0,0
11/09/2015 12:00,1642,20.0,20.0,54.5,22.0,2,0,0,2
14/05/2016 19:00,1955,12.5,12.5,47.5,12.0,1,0,1,0
23/09/2015 07:00,2343,10.5,9.5,85.0,17.0,2,0,0,2
17/09/2015 17:00,3671,18.0,18.0,50.5,19.5,3,0,0,2
09/03/2015 20:00,828,10.0,8.0,91.0,19.0,3,0,0,0
17/09/2016 00:00,472,15.0,15.0,74.5,19.0,1,0,1,2
26/05/2015 09:00,1958,14.0,14.0,63.0,18.0,2,0,0,0
20/02/2016 03:00,99,10.0,7.0,82.0,27.0,4,0,1,3
19/09/2016 07:00,2572,16.0,16.0,77.0,5.5,3,0,0,2
21/02/2016 22:00,251,12.5,12.5,82.5,30.5,3,0,1,3
04/12/2016 21:00,343,3.0,1.0,84.0,7.5,1,0,1,3
04/07/2016 00:00,338,15.0,15.0,82.0,15.0,1,0,0,1
29/04/2015 01:00,94,8.0,5.5,71.0,14.0,1,0,0,0
09/02/2016 19:00,1286,5.0,1.0,76.0,23.0,2,0,0,3
13/07/2016 03:00,56,12.0,12.0,94.0,12.0,7,0,0,1
01/07/2015 07:00,2736,22.0,22.0,69.0,12.0,1,0,0,1
28/06/2015 07:00,224,17.5,17.5,62.0,14.0,1,0,1,1
20/03/2016 21:00,373,8.5,7.5,79.0,6.5,2,0,1,0
23/01/2015 06:00,426,-1.5,-2.5,89.5,5.0,1,0,0,3
18/01/2016 10:00,714,4.0,1.0,75.0,14.0,2,0,0,3
10/01/2016 00:00,168,7.0,3.5,81.0,24.5,26,0,1,3
09/08/2016 18:00,4479,19.5,19.5,40.5,18.0,1,0,0,1
05/04/2015 06:00,75,7.0,7.0,84.0,2.0,7,0,1,0
28/08/2016 17:00,2042,21.0,21.0,66.5,24.0,3,0,1,1
02/01/2016 22:00,252,11.0,11.0,82.0,24.0,3,0,1,3
20/02/2015 16:00,1293,7.0,5.0,73.5,11.0,2,0,0,3
02/10/2016 12:00,2293,14.5,14.5,65.0,17.0,2,0,1,2
21/06/2015 21:00,912,18.0,18.0,56.0,25.0,3,0,1,1
23/08/2016 15:00,2102,30.0,29.0,36.5,18.0,1,0,0,1
03/10/2015 08:00,619,11.0,11.0,91.0,6.5,3,0,1,2
16/08/2016 04:00,71,13.5,13.5,85.0,6.5,1,0,0,1
05/10/2015 23:00,154,16.0,16.0,94.0,12.0,7,0,0,2
28/12/2015 07:00,118,10.5,10.5,76.5,9.5,1,1,0,3
17/03/2016 07:00,1999,3.5,0.5,90.0,10.0,2,0,0,0
14/06/2015 17:00,2344,17.0,17.0,59.0,14.0,4,0,1,1
05/05/2015 09:00,1876,15.0,15.0,72.0,39.0,3,0,0,0
17/06/2015 20:00,1824,22.0,22.0,65.0,25.0,2,0,0,1
09/05/2015 11:00,1634,16.0,16.0,55.0,30.5,2,0,1,0
30/08/2015 09:00,774,17.5,17.5,75.0,11.0,4,0,1,1
21/02/2015 13:00,1530,6.0,2.5,68.5,19.5,3,0,1,3
01/11/2016 15:00,974,12.0,12.0,88.0,18.0,3,0,0,2
25/05/2016 14:00,1196,12.0,12.0,72.0,11.0,3,0,0,0
20/08/2016 19:00,919,18.5,18.5,66.0,33.0,7,0,1,1
12/11/2016 08:00,179,9.0,7.0,82.0,11.0,7,0,1,2
24/09/2016 05:00,120,16.0,16.0,77.0,14.0,1,0,1,2
19/09/2016 15:00,1636,20.0,20.0,56.0,8.0,2,0,0,2
25/11/2015 03:00,19,8.5,5.5,79.0,18.0,3,0,0,2
21/10/2015 12:00,391,12.0,12.0,94.0,18.0,7,0,0,2
10/08/2016 00:00,302,14.5,14.5,63.0,17.0,1,0,0,1
10/12/2016 08:00,437,13.0,13.0,88.0,12.0,4,0,1,3
11/07/2015 23:00,910,19.5,19.5,64.5,18.0,7,0,1,1
26/12/2015 13:00,918,15.0,15.0,72.0,27.5,3,0,1,3
05/02/2016 05:00,96,11.0,11.0,74.5,15.0,4,0,0,3
29/03/2015 01:00,0,10.5,8.5,77.0,33.0,7,0,1,0
09/04/2016 21:00,466,7.0,4.5,66.0,14.0,1,0,1,0
23/03/2016 09:00,1913,8.5,8.0,68.5,5.0,4,0,0,0
08/05/2015 22:00,577,14.0,14.0,82.0,18.0,3,0,0,0
06/09/2015 06:00,132,8.5,7.0,87.0,11.0,1,0,1,2
11/08/2015 12:00,1555,19.5,19.5,50.5,6.0,2,0,0,1
27/10/2016 14:00,1534,16.0,16.0,59.0,19.5,2,0,0,2
24/10/2015 12:00,1747,15.0,15.0,68.0,14.0,2,0,1,2
12/04/2016 22:00,607,10.5,10.0,74.0,8.0,1,0,0,0
19/07/2016 18:00,5282,28.5,29.5,51.0,21.0,1,0,0,1
04/06/2016 13:00,2312,17.5,17.5,75.0,11.0,4,0,1,1
14/01/2016 23:00,292,4.0,-1.0,61.0,29.0,1,0,0,3
07/10/2015 07:00,2288,16.0,16.0,83.0,18.0,3,0,0,2
25/06/2015 13:00,1575,23.0,22.5,42.5,14.0,1,0,0,1
10/02/2016 11:00,699,7.5,4.5,71.0,19.0,3,0,0,3
29/05/2016 21:00,1060,14.5,14.5,79.5,14.0,3,0,1,0
01/04/2016 11:00,1035,11.5,11.5,48.5,17.0,1,0,0,0
31/10/2016 15:00,1713,17.0,17.0,70.5,10.0,1,0,0,2
25/04/2015 18:00,2075,16.5,16.5,59.5,23.0,2,0,1,0
22/03/2015 22:00,341,4.5,2.0,72.5,10.0,3,0,1,0
31/12/2016 01:00,123,5.0,3.5,100.0,7.5,4,0,1,3
20/06/2015 19:00,1120,18.0,18.0,88.0,6.5,7,0,1,1
29/08/2015 02:00,295,16.0,16.0,74.5,9.0,1,0,1,1
16/12/2015 04:00,46,13.0,13.0,94.0,17.0,7,0,0,3
29/10/2016 09:00,927,14.0,14.0,88.0,2.0,3,0,1,2
21/03/2015 00:00,400,9.5,7.0,64.0,17.0,3,0,1,0
02/10/2016 19:00,1153,14.5,14.5,57.0,6.0,1,0,1,2
14/04/2015 18:00,4062,21.5,21.0,45.0,19.5,1,0,0,0
16/01/2015 20:00,693,4.0,2.0,72.5,9.0,1,0,0,3
16/10/2016 18:00,1352,15.5,15.5,72.5,11.0,2,0,1,2
08/01/2016 21:00,411,8.0,6.0,84.5,11.0,2,0,0,3
20/08/2016 02:00,287,17.0,17.0,77.0,17.0,2,0,1,1
24/07/2016 05:00,150,17.0,17.0,77.0,12.0,3,0,1,1
21/01/2015 17:00,2503,3.0,-0.5,84.0,14.0,4,0,0,3
03/07/2015 07:00,2226,18.0,18.0,62.0,14.0,1,0,0,1
29/08/2015 00:00,690,16.0,16.0,72.0,10.0,1,0,1,1
05/05/2015 16:00,1599,16.0,16.0,46.5,42.5,2,0,0,0
21/08/2015 16:00,2494,25.5,25.5,51.0,22.0,2,0,0,1
01/04/2016 02:00,100,5.0,5.0,84.0,2.0,1,0,0,0
25/01/2015 06:00,83,2.0,-2.0,87.0,13.0,1,0,1,3
12/05/2015 07:00,2525,13.0,13.0,69.5,19.5,2,0,0,0
11/12/2015 07:00,1588,11.0,11.0,74.5,24.0,3,0,0,3
04/06/2015 08:00,4581,16.0,16.0,52.0,7.5,1,0,0,1
15/07/2015 18:00,4037,22.0,22.0,61.0,8.5,3,0,0,1
03/10/2015 09:00,1087,10.5,10.5,97.0,5.0,3,0,1,2
24/01/2015 07:00,142,4.0,1.0,81.0,14.0,1,0,1,3
06/02/2016 14:00,1294,13.0,13.0,63.0,37.0,3,0,1,3
21/11/2015 07:00,121,4.0,-1.0,81.0,28.0,7,0,1,2
18/10/2016 17:00,3944,13.0,13.0,49.0,29.5,2,0,0,2
24/08/2016 13:00,1796,30.0,30.0,44.5,6.5,1,0,0,1
26/07/2015 22:00,432,17.0,17.0,80.0,24.0,3,0,1,1
24/06/2015 01:00,228,15.0,15.0,77.0,9.0,1,0,0,1
16/09/2015 00:00,271,12.0,12.0,91.0,9.0,1,0,0,2
27/01/2016 15:00,667,13.0,13.0,88.0,26.0,3,0,0,3
20/01/2015 05:00,80,-0.5,-0.5,93.0,4.0,2,0,0,3
07/04/2016 14:00,515,8.0,4.5,84.5,22.0,7,0,0,0
14/02/2016 21:00,257,3.0,-1.0,70.0,17.0,2,0,1,3
13/07/2015 17:00,3793,21.0,21.0,69.0,24.0,3,0,0,1
11/02/2016 16:00,1438,7.5,6.0,55.0,9.0,2,0,0,3
04/02/2016 06:00,553,9.0,5.0,82.0,29.5,3,0,0,3
20/12/2015 10:00,807,13.0,13.0,77.0,20.0,1,0,1,3
31/05/2015 06:00,81,13.5,13.5,91.0,23.5,7,0,1,0
08/01/2015 01:00,56,11.5,11.5,85.0,24.0,3,0,0,3
12/03/2016 18:00,1244,7.0,4.0,81.0,15.0,1,0,1,0
02/03/2015 07:00,1798,5.0,0.5,76.0,24.0,2,0,0,0
29/03/2015 22:00,225,10.0,7.0,71.0,28.0,1,0,1,0
24/03/2016 04:00,45,7.0,5.0,71.0,12.0,1,0,0,0
10/05/2015 22:00,585,15.0,15.0,70.0,7.5,1,0,1,0
20/09/2016 00:00,224,16.5,16.5,85.5,6.0,1,0,0,2
07/10/2016 19:00,1785,15.0,15.0,68.0,10.0,3,0,0,2
05/10/2015 13:00,618,18.0,18.0,83.0,16.0,7,0,0,2
12/03/2016 14:00,2302,11.0,11.0,58.0,3.0,1,0,1,0
03/12/2016 20:00,575,5.0,2.5,81.0,10.0,1,0,1,3
26/06/2015 20:00,1505,21.5,21.5,58.5,24.0,2,0,0,1
31/10/2015 01:00,463,12.0,12.0,91.0,16.0,1,0,1,2
29/07/2015 18:00,4023,18.0,18.0,54.0,22.0,2,0,0,1
25/09/2016 06:00,98,16.5,16.5,83.0,16.5,7,0,1,2
07/11/2016 09:00,1578,7.5,4.0,73.5,23.0,2,0,0,2
02/06/2016 14:00,1202,12.0,12.0,79.5,25.0,3,0,0,1
24/09/2015 23:00,534,13.0,13.0,72.0,16.0,1,0,0,2
10/01/2015 19:00,720,6.0,2.0,57.0,26.0,1,0,1,3
25/06/2016 09:00,1109,17.0,17.0,68.0,17.0,2,0,1,1
03/07/2015 06:00,668,16.5,16.5,72.5,11.0,1,0,0,1
14/09/2015 16:00,1386,16.0,16.0,61.0,34.0,2,0,0,2
08/03/2016 02:00,32,2.0,1.0,75.0,5.0,1,0,0,0
18/03/2015 10:00,944,6.5,4.0,78.5,13.0,3,0,0,0
30/04/2015 09:00,2197,11.5,11.5,60.0,22.5,2,0,0,0
16/09/2015 20:00,824,14.0,14.0,91.0,8.0,2,0,0,2
18/01/2015 20:00,370,1.5,0.5,87.0,5.5,1,0,1,3
17/09/2015 18:00,3526,17.0,17.0,57.5,17.0,2,0,0,2
07/12/2016 03:00,42,11.5,11.5,91.0,11.0,3,0,0,3
04/04/2015 18:00,1057,9.0,7.0,66.0,11.0,4,0,1,0
01/05/2016 04:00,98,5.0,3.5,81.0,6.5,1,0,1,0
02/11/2016 03:00,33,6.0,4.5,87.0,6.5,1,0,0,2
28/10/2016 17:00,3560,16.0,16.0,72.0,9.0,3,0,0,2
22/03/2015 11:00,1334,7.0,4.0,61.0,16.0,3,0,1,0
08/01/2016 20:00,647,8.0,6.0,82.0,10.0,2,0,0,3
12/02/2015 03:00,42,4.0,2.0,75.0,7.0,4,0,0,3
24/06/2016 17:00,3966,21.0,21.0,53.0,26.0,2,0,0,1
08/11/2015 16:00,1438,17.0,17.0,83.0,23.0,3,0,1,2
26/12/2015 23:00,229,14.5,14.5,70.0,31.5,3,0,1,3
23/05/2015 03:00,249,16.0,16.0,74.5,11.0,3,0,1,0
29/03/2015 04:00,216,10.0,7.5,88.0,18.5,4,0,1,0
02/03/2015 03:00,19,4.0,0.0,81.0,22.0,1,0,0,0
23/10/2015 12:00,1479,14.0,14.0,55.0,15.0,3,0,0,2
26/10/2015 16:00,1874,14.0,14.0,82.0,14.0,3,0,0,2
23/08/2016 12:00,1734,28.0,28.0,43.5,16.0,1,0,0,1
15/07/2016 03:00,94,14.0,14.0,82.0,9.0,1,0,0,1
11/02/2016 06:00,549,2.0,-1.0,87.0,10.0,1,0,0,3
27/02/2016 16:00,1228,6.0,2.0,51.0,22.0,2,0,1,3
07/11/2016 11:00,558,9.0,6.0,66.0,19.5,3,0,0,2
29/08/2015 16:00,1387,20.0,20.0,68.5,11.0,7,0,1,1
13/12/2015 05:00,49,7.0,5.0,93.0,10.0,7,0,1,3
13/12/2016 08:00,4258,10.5,10.5,91.0,6.0,3,0,0,3
19/01/2016 22:00,363,0.0,0.0,69.0,2.0,1,0,0,3
16/05/2016 10:00,1222,14.5,14.5,63.0,6.0,2,0,0,0
03/05/2016 02:00,77,9.0,7.0,71.0,15.0,1,0,0,0
03/05/2016 19:00,2197,14.0,14.0,44.0,13.0,1,0,0,0
18/04/2016 08:00,4163,8.0,5.0,66.0,18.0,1,0,0,0
18/12/2016 15:00,1347,9.0,8.5,87.0,5.0,4,0,1,3
31/08/2015 08:00,203,15.0,15.0,94.0,11.0,7,1,0,1
12/01/2016 23:00,188,6.0,1.5,78.5,26.0,7,0,0,3
28/07/2016 06:00,801,16.0,16.0,68.0,7.5,2,0,0,1
23/09/2016 21:00,964,14.5,14.5,65.0,12.0,1,0,0,2
05/10/2015 19:00,1005,17.0,17.0,88.0,11.0,7,0,0,2
03/07/2016 05:00,107,12.5,12.5,85.0,11.0,1,0,1,1
02/11/2016 19:00,1863,8.0,8.0,66.0,2.0,1,0,0,2
25/09/2016 11:00,1952,17.5,17.5,64.0,25.0,2,0,1,2
06/04/2015 09:00,567,10.0,9.5,74.0,10.0,1,1,0,0
08/07/2015 20:00,2243,19.0,19.0,47.5,19.5,1,0,0,1
13/11/2015 09:00,2171,12.5,12.5,56.5,27.0,1,0,0,2
20/02/2016 00:00,274,10.0,7.0,88.0,21.0,7,0,1,3
08/04/2016 04:00,50,6.0,3.5,90.0,13.0,3,0,0,0
04/12/2015 14:00,1157,13.0,13.0,63.0,24.0,3,0,0,3
29/05/2016 18:00,2456,18.0,18.0,66.0,17.0,2,0,1,0
30/12/2015 20:00,120,10.5,9.5,85.0,19.5,7,0,0,3
12/01/2016 10:00,799,7.0,3.0,68.5,28.0,3,0,0,3
21/05/2016 09:00,1032,15.5,15.5,74.5,24.0,3,0,1,0
22/05/2015 06:00,632,10.0,8.0,82.0,13.0,1,0,0,0
16/03/2016 21:00,679,7.0,4.0,73.5,19.5,3,0,0,0
20/07/2016 21:00,1839,23.5,23.5,55.5,18.5,1,0,0,1
28/12/2016 02:00,29,1.0,-1.0,93.0,6.0,3,0,0,3
14/06/2015 20:00,1116,14.0,14.0,77.0,16.0,4,0,1,1
30/04/2015 13:00,1301,15.5,15.5,36.0,24.0,1,0,0,0
22/04/2015 11:00,1093,13.0,13.0,63.0,26.0,2,0,0,0
30/11/2016 02:00,46,0.0,-1.5,87.0,6.5,1,0,0,2
20/06/2015 12:00,2186,17.5,17.5,68.0,12.0,4,0,1,1
16/10/2015 23:00,572,12.0,12.0,82.0,14.0,4,0,0,2
05/12/2016 06:00,529,0.5,-0.5,96.5,5.0,1,0,0,3
09/12/2016 21:00,735,12.0,12.0,88.0,15.0,4,0,0,3
05/10/2016 23:00,418,12.0,12.0,63.0,17.0,2,0,0,2
08/12/2016 21:00,798,13.0,13.0,88.0,12.0,4,0,0,3
11/08/2016 18:00,4120,22.0,22.0,61.0,27.0,2,0,0,1
25/04/2015 15:00,2505,18.5,18.5,47.5,23.0,3,0,1,0
27/10/2016 03:00,57,11.0,11.0,94.0,11.0,3,0,0,2
12/11/2015 04:00,64,13.0,13.0,88.0,10.0,2,0,0,2
15/11/2015 14:00,1714,16.0,16.0,72.0,32.0,3,0,1,2
28/04/2016 14:00,1213,11.5,11.5,34.0,23.0,1,0,0,0
06/07/2016 23:00,780,18.0,18.0,64.0,14.0,1,0,0,1
12/09/2016 07:00,2699,18.0,18.0,73.0,8.0,1,0,0,2
19/11/2016 13:00,1826,8.0,5.0,64.0,15.0,1,0,1,2
02/02/2016 09:00,1704,9.0,4.5,69.0,35.0,7,0,0,3
02/12/2015 01:00,128,13.0,13.0,63.0,18.5,4,0,0,3
24/04/2016 03:00,153,7.0,6.0,66.0,7.0,7,0,1,0
22/02/2015 15:00,240,6.0,1.5,84.0,28.5,7,0,1,3
13/12/2016 06:00,622,10.0,9.0,94.0,9.0,3,0,0,3
18/12/2015 01:00,335,12.0,12.0,82.0,15.0,2,0,0,3
08/05/2015 04:00,71,10.0,10.0,76.0,6.0,1,0,0,0
15/09/2015 16:00,1679,18.0,18.0,62.0,27.0,2,0,0,2
23/11/2015 00:00,101,3.0,1.0,87.0,7.0,1,0,0,2
11/12/2016 06:00,95,6.0,3.0,93.0,16.0,2,0,1,3
19/02/2015 07:00,1679,6.0,3.0,81.0,19.0,1,0,0,3
06/04/2016 15:00,896,11.5,11.5,51.0,36.5,7,0,0,0
15/12/2016 12:00,1204,11.0,11.0,88.0,14.0,4,0,0,3
24/04/2015 05:00,106,8.0,7.0,87.0,6.0,1,0,0,0
31/01/2015 15:00,632,5.0,1.0,78.5,21.5,7,0,1,3
03/12/2016 21:00,462,5.0,2.5,81.0,10.0,1,0,1,3
21/09/2015 12:00,1097,15.5,15.5,77.0,18.0,4,0,0,2
24/05/2015 16:00,1964,17.0,17.0,80.5,14.0,7,0,1,0
18/01/2016 04:00,31,4.0,1.0,81.0,14.0,2,0,0,3
24/05/2016 09:00,2382,13.5,13.5,55.0,18.0,2,0,0,0
12/11/2016 04:00,109,8.5,6.5,73.5,14.0,2,0,1,2
